NL;FOL;LLM_FOL;BLEU;LE
A place is a forest if it is a large area covered with trees and undergrowth.;∀x (Forest(x) ↔ (Place(x) ∧ LargeArea(x) ∧ CoveredWithTrees(x) ∧ HasUndergrowth(x)));∀x (Place(x) ∧ LargeArea(x) ∧ CoveredWithTrees(x) ∧ Undergrowth(x) → Forest(x));0.7145073300724933;0.53125
A structure with multiple floors, connected by stairs or elevators, and designed for office or commercial use is called an office building.;∀x (Structure(x) ∧ MultipleFloors(x) ∧ ConnectedByStairsOrElevators(x) ∧ DesignedForOfficeOrCommercialUse(x) → OfficeBuilding(x));∀x (x isOfficeBuilding → (x hasMultipleFloors ∧ (x connectedByStairs ∨ x connectedByElevators) ∧ x designedForOfficeOrCommercialUse));0.0;0.0
An electronic device that records and stores video footage, uses a lens to capture images, and often includes audio recording is a video camera.;∀x (ElectronicDevice(x) ∧ RecordsAndStoresVideoFootage(x) ∧ UsesLensToCaptureImages(x) ∧ IncludesAudioRecording(x) → VideoCamera(x));video_camera(X) :- records_video(X), stores_video(X), uses_lens(X), captures_images(X), includes_audio_recording(X).;0.0;0.0
An office has employees.;∀x ∃y (Office(x) ∧ Employee(y) ∧ WorksAt(y, x));∀x (Office(x) → Employee(x));0.23016833365930647;0.375
A communication technology that uses radio waves allows wireless data transfer, supports various devices, and has a specific range.;∀x (CommunicationTechnology(x) ∧ UsesRadioWaves(x) → AllowsWirelessDataTransfer(x) ∧ SupportsVariousDevices(x) ∧ HasSpecificRange(x));∀x (CommunicationTechnology(x) ∧ UsesRadioWaves(x) → WirelessDataTransfer(x) ∧ SupportsVariousDevices(x) ∧ HasSpecificRange(x));0.9025139799587886;1.0
An alloy is created when two or more metallic elements are combined, resulting in a material with enhanced properties, such as increased strength or corrosion resistance.;∀x ∀y ∀z (Alloy(x) ∧ MetallicElement(y) ∧ EnhancedProperty(z) ∧ CombinesElementsAndResultsInMaterialWithEnhancedProperties(x, y, z) → Created(x));∀x (Alloy(x) → (∃y (MetallicElement(y) ∧ x = Combine(y)) ∧ EnhancedProperties(x)));0.31403262348913275;0.0
Lions hunt prey and live in prides.;∀x∀y∀z (Lion(x) ∧ Prey(y) ∧ Pride(z) → (Hunts(x, y) ∧ LivesIn(x, z)));∀x (Lion(x) → (HuntPrey(x) ∧ LiveInPride(x)));0.1738562366772714;0.71875
A tropical rainforest, characterized by high levels of rainfall and a warm, humid climate, contains a vast diversity of plant and animal species, making it one of the most biologically rich ecosystems on Earth.;∀x (TropicalRainforest(x) → (HighRainfall(x) ∧ WarmHumidClimate(x) ∧ VastDiversityOfSpecies(x) ∧ BiologicallyRichEcosystem(x)));∀x (TropicalRainforest(x) → (HighRainfall(x) ∧ WarmHumidClimate(x) ∧ VastDiversity(x) ∧ BiologicallyRich(x)));0.8166920319485289;1.0
A zoo houses various animal species, such as mammals like elephants and giraffes, reptiles like snakes and crocodiles, and birds like parrots and penguins.;∀x ∀y (Zoo(x) ∧ (Mammal(x, y) ∧ (Elephant(y) ∨ Giraffe(y)) ∨ Reptile(x, y) ∧ (Snake(y) ∨ Crocodile(y)) ∨ Bird(x, y) ∧ (Parrot(y) ∨ Penguin(y))));∀x (Zoo(x) → ∃y (Mammal(y) ∧ Elephant(y) ∨ Giraffe(y)) ∧ ∃z (Reptile(z) ∧ Snake(z) ∨ Crocodile(z)) ∧ ∃w (Bird(w) ∧ Parrot(w) ∨ Penguin(w)));0.3704083991927527;0.81640625
If a place is a desert, then it is dry and has little rainfall.;∀x (Desert(x) → Dry(x) ∧ LittleRainfall(x));∀x (Desert(x) → (Dry(x) ∧ LittleRainfall(x)));0.803154665668484;0.75
Not every artwork is a painting or a sculpture, but some are installations.;¬∀x (Artwork(x) → (Painting(x) ∨ Sculpture(x))) ∧ ∃y (Artwork(y) ∧ Installation(y));∀x (Artwork(x) → ¬(Painting(x) ∨ Sculpture(x))) ∧ ∃x (Artwork(x) ∧ Installation(x));0.6972606648911135;0.96875
In a solar system, planets orbit a star while moons orbit planets, and both types of celestial bodies are affected by the star's gravitational force.;∀x∀y∀z (SolarSystem(x) ∧ Planet(y) ∧ Moon(z) ∧ OrbitsStar(y, x) ∧ OrbitsPlanet(z, y) → AffectedByStarsGravitationalForce(y, x) ∧ AffectedByStarsGravitationalForce(z, x));"∀x (Planet(x) → Orbit(x, Star(x)))
∀y (Moon(y) → Orbit(y, Planet(y)))
∀z (Planet(z) ∨ Moon(z) → GravitationalForce(Star(z), z))";0.1891636385308008;0.0
A park that features well-maintained green spaces, safe play areas for children, and accessible walking paths can be a popular destination for families and outdoor enthusiasts.;∀x (Park(x) ∧ WellMaintainedGreenSpaces(x) ∧ SafePlayAreasForChildren(x) ∧ AccessibleWalkingPaths(x) → PopularDestinationForFamiliesAndOutdoorEnthusiasts(x));park(X) ∧ well_maintained_green_spaces(X) ∧ safe_play_areas_for_children(X) ∧ accessible_walking_paths(X) → popular_destination_for_families_and_outdoor_enthusiasts(X);0.0;1.0
A film that is a comedy and has won an award is a successful comedy film.;∀x ((Film(x) ∧ Comedy(x) ∧ WonAward(x)) → SuccessfulComedyFilm(x));∀x (Comedy(x) ∧ AwardWon(x) → SuccessfulComedyFilm(x));0.45009748504814356;0.9375
An artwork is valuable if it is aesthetically pleasing, created by a renowned artist, and either rare or has historical significance.;∀x (Artwork(x) ∧ AestheticallyPleasing(x) ∧ RenownedArtist(x) ∧ (Rare(x) ∨ HistoricalSignificance(x)) → Valuable(x));valuable(X) :- aesthetically_pleasing(X), renowned_artist(Y), (rare(Z) or historical_significance(Z)).;0.0;0.0
There is a dessert that is both sweet and sour.;∃x (Dessert(x) ∧ Sweet(x) ∧ Sour(x));∃x (Dessert(x) ∧ Sweet(x) ∧ Sour(x));1.0;1.0
A square is a rectangle, but not every rectangle is a square.;∀x (Square(x) → Rectangle(x)) ∧ ∃y (Rectangle(y) ∧ ¬Square(y));∀x (Square(x) → Rectangle(x)) ∧ ¬∀x (Rectangle(x) → Square(x));0.600166122828138;0.0
If a celestial body is a planet, it orbits a star and has a spherical shape.;∀x (CelestialBody(x) ∧ Planet(x) → OrbitsStar(x) ∧ SphericalShape(x));∀x (Planet(x) → (Orbits(x, y) ∧ SphericalShape(x)));0.5016786590815611;0.6875
An archaeologist excavates ancient sites, discovers artifacts, and studies the history and culture of past civilizations.;∀x∀y∀z∀w (Archaeologist(x) ∧ AncientSite(y) ∧ Artifact(z) ∧ PastCivilization(w) → (Excavates(x, y) ∧ Discovers(x, z) ∧ StudiesHistoryAndCulture(x, w)));excavates(archaeologist, ancient_site) ∧ discovers(archaeologist, artifact) ∧ studies(archaeologist, history) ∧ studies(archaeologist, culture) ∧ past(civilization) ∧ civilization(civilization);0.08566290727684318;0.0703125
A substance is considered a metal if it is solid, shiny, and conducts heat and electricity.;∀x (Substance(x) ∧ Solid(x) ∧ Shiny(x) ∧ ConductsHeat(x) ∧ ConductsElectricity(x) → Metal(x));Metal(X) ∧ Solid(X) ∧ Shiny(X) ∧ ConductsHeat(X) ∧ ConductsElectricity(X);0.28837395839294894;0.046875
"Mountains with an elevation above 8,000 meters are referred to as ""eight-thousanders.""";∀x (Mountain(x) ∧ ElevationAbove8000Meters(x) → EightThousander(x));∀x (Mountain(x) ∧ Elevation(x) > 8000 → EightThousander(x));0.6514613449066712;0.0
Plants that receive proper care, including pruning and pest control, are more likely to thrive and produce higher yields.;∀x (Plant(x) ∧ ReceivesProperCareIncludingPruningAndPestControl(x) → (Thrives(x) ∧ ProducesHigherYields(x)));∀x (Plant(x) ∧ ProperCare(x) → Thrive(x) ∧ HighYield(x));0.5652500552583395;0.625
An astronaut explores, a scientist researches, and a writer writes.;∃x ∃y ∃z (Astronaut(x) ∧ Explores(x) ∧ Scientist(y) ∧ Researches(y) ∧ Writer(z) ∧ Writes(z));∀x (Astronaut(x) → Explores(x)) ∧ ∀y (Scientist(y) → Researches(y)) ∧ ∀z (Writer(z) → Writes(z));0.42574923394791286;0.59375
All rectangles have four sides and four right angles.;∀x (Rectangle(x) → (HasFourSides(x) ∧ HasFourRightAngles(x)));∀x (Rectangle(x) → (FourSides(x) ∧ FourRightAngles(x)));0.7076534431960262;1.0
A novel is fictional, while a documentary film presents facts and a poem expresses emotions.;∀x ∀y ∀z (Novel(x) ∧ DocumentaryFilm(y) ∧ Poem(z) → (Fictional(x) ∧ PresentsFacts(y) ∧ ExpressesEmotions(z)));∀x (Novel(x) → Fictional(x)) ∧ ∀x (DocumentaryFilm(x) → PresentsFacts(x)) ∧ ∀x (Poem(x) → ExpressesEmotions(x));0.23880997087375264;0.0
A garden has flowers and plants that require sunlight and water to grow.;∀x ∀y (Garden(x) ∧ (Flower(y) ∨ Plant(y)) → (Has(x, y) ∧ Requires(y, Sunlight) ∧ Requires(y, Water)));∀x (Garden(x) → (∃y (Flower(y) ∧ ∃z (Plant(z) ∧ Requires(y, Sunlight) ∧ Requires(z, Water))));0.5341600774837365;0.0
A planet with a thin atmosphere and temperatures below freezing point is unsuitable for supporting human life.;∀x (Planet(x) ∧ ThinAtmosphere(x) ∧ BelowFreezingPoint(x) → UnsupportiveOfHumanLife(x));∀x (ThinAtmosphere(x) ∧ FreezingTemperature(x) → UnsuitableForHumanLife(x));0.40737303500287686;0.9375
Not every language is written or spoken.;¬(∀x (Language(x) → (Written(x) ∨ Spoken(x))));∀x (Language(x) → (Written(x) ∨ Spoken(x)));0.8607079764250577;0.25
All cells have a nucleus, except for prokaryotic cells.;∀x (Cell(x) → (HasNucleus(x) ∨ Prokaryotic(x)));∀x (Cell(x) → (Nucleus(x) ∧ ¬Prokaryotic(x)));0.6712403123245676;0.75
A lake contains fish, supports aquatic plants, and serves as a habitat for various species.;∀x (Lake(x) → (ContainsFish(x) ∧ SupportsAquaticPlants(x) ∧ ServesAsHabitat(x)));∀x (Lake(x) → (Fish(x) ∧ AquaticPlants(x) ∧ Habitat(x, VariousSpecies)));0.5403356450597102;1.0
A place is considered a theater if it hosts live performances or movies.;∀x (Theater(x) ↔ (HostsLivePerformances(x) ∨ HostsMovies(x)));∀x (Place(x) ∧ (HostsLivePerformances(x) ∨ HostsMovies(x)) → Theater(x));0.5734544047886205;0.6875
An endangered species is protected by law to prevent its extinction.;∀x (EndangeredSpecies(x) → ProtectedByLaw(x));∀x (EndangeredSpecies(x) → ProtectedByLaw(x) ∧ PreventExtinction(x));0.6952582546166497;0.625
A smartphone is user-friendly if it has an intuitive interface or useful features.;∀x (Smartphone(x) ∧ (IntuitiveInterface(x) ∨ UsefulFeatures(x)) → UserFriendly(x));userFriendly(X) :- interface(X, Intuitive) | features(X, Useful).;0.0;0.0
A flashlight is useful in dark places or during power outages.;∀x (Flashlight(x) → (UsefulInDarkPlaces(x) ∨ UsefulDuringPowerOutage(x)));"` flashlight(X) ∧ dark(Y) → useful(X, Y)`

` flashlight(X) ∧ power_outage(Y) → useful(X, Y)`";0.0;0.0
A movie is thrilling when it has intense action scenes and a suspenseful atmosphere.;∀x (Movie(x) ∧ IntenseActionScenes(x) ∧ SuspensefulAtmosphere(x) → Thrilling(x));thrilling(X) ∧ intense_action_scenes(X) ∧ suspenseful_atmosphere(X) → movie(X);0.0;1.0
A food item that is made from grains, is typically baked, and is a staple in many cultures is bread.;∀x∀y (FoodItem(x) ∧ Grains(y) ∧ MadeFrom(x, y) ∧ TypicallyBaked(x) ∧ StapleInManyCultures(x) → Bread(x));∀x (Food(x) ∧ MadeFromGrains(x) ∧ Baked(x) ∧ StapleInManyCultures(x) → Bread(x));0.4603066826022239;0.984375
A bird can fly and build nests, while an insect can crawl and sometimes fly as well.;∀x (Bird(x) ∧ (CanFly(x) ∨ BuildsNests(x)) ∧ Insect(x) ∧ (CanCrawl(x) ∨ CanFly(x)));bird(x) ∧ fly(x) ∧ build_nest(x) ∧ insect(y) ∧ crawl(y) ∧ sometimes fly(y);0.25856018232945205;0.859375
Mountains experience snowfall, have steep slopes, and attract hikers.;∀x (Mountain(x) → (ExperiencesSnowfall(x) ∧ HasSteepSlopes(x) ∧ AttractsHikers(x)));∀x (Mountain(x) → Snowfall(x) ∧ SteepSlopes(x) ∧ AttractHikers(x));0.5652500552583395;0.625
A place is considered a gymnasium if it is a facility equipped for physical exercise, sports, and other forms of fitness training.;∀x (Gymnasium(x) ↔ (FacilityEquippedForPhysicalExerciseSportsAndFitnessTraining(x)));∀x (Gymnasium(x) ↔ Facility(x) ∧ Equipped(x, PhysicalExercise) ∧ Equipped(x, Sports) ∧ Equipped(x, FitnessTraining));0.2575863752355164;0.5625
An area with a large concentration of trees and plants that absorb carbon dioxide and produce oxygen is called a carbon sink.;∀x (Area(x) ∧ LargeConcentrationOfTreesAndPlants(x) ∧ AbsorbsCarbonDioxide(x) ∧ ProducesOxygen(x) → CarbonSink(x));∀x (CarbonSink(x) ↔ (ConcentrationOfTreesAndPlants(x) ∧ AbsorbsCarbonDioxide(x) ∧ ProducesOxygen(x)));0.624277139780809;0.53125
If a person is a teacher, they have a teaching degree and work at an educational institution.;∀x (Person(x) ∧ Teacher(x) → (HasTeachingDegree(x) ∧ WorksAtEducationalInstitution(x)));teacher(X) ∧ hasDegree(X, teachingDegree) ∧ worksAt(X, educationalInstitution);0.0;0.3125
A cooking class can teach students how to prepare vegan or gluten-free dishes, but not if the class is focused on traditional cuisine or if it's a baking class.;∀x (CookingClass(x) ∧ ¬(TraditionalCuisine(x) ∨ BakingClass(x)) → (TeachesVeganDishes(x) ∨ TeachesGlutenFreeDishes(x)));teaches(C, D) ∧ vegan(D) ∨ glutenFree(D) → traditionalCuisine(C) ∨ bakingClass(C);0.12076009849006002;0.875
All apples are fruits.;∀x (Apple(x) → Fruit(x));∀x (Apple(x) → Fruit(x));1.0;1.0
A building x is a museum if it is dedicated to the collection, preservation, interpretation, and display of objects of artistic, cultural, or scientific importance.;∀x (Building(x) ∧ DedicatedToCollection(x) ∧ DedicatedToPreservation(x) ∧ DedicatedToInterpretation(x) ∧ DedicatedToDisplay(x) → Museum(x));∀x (Building(x) ∧ DedicatedTo(x, CollectionPreservationInterpretationDisplay) ∧ ObjectsOfArtisticCulturalScientificImportance(CollectionPreservationInterpretationDisplay) → Museum(x));0.4061060283400214;0.953125
A device is a smartphone if it can make phone calls, send messages, and access the internet.;∀x (Smartphone(x) ↔ (CanMakePhoneCalls(x) ∧ CanSendMessages(x) ∧ CanAccessInternet(x)));device(x) ∧ phone_calls(x) ∧ message_sending(x) ∧ internet_access(x) → smartphone(x);0.34275220273719353;0.53125
A fruit is a berry if it has a fleshy exocarp, multiple seeds, and is derived from a single ovary.;∀x (Berry(x) → (Fruit(x) ∧ FleshyExocarp(x) ∧ ∃y (MultipleSeeds(y) ∧ HasSeeds(x, y)) ∧ SingleOvary(x)));∀x (Fruit(x) ∧ FleshyExocarp(x) ∧ MultipleSeeds(x) ∧ DerivedFromSingleOvary(x) → Berry(x));0.42007040502672843;0.546875
A medication treats a specific medical condition if it targets the underlying cause or alleviates the symptoms of that condition.;∀x ∀y (Medication(x) ∧ MedicalCondition(y) ∧ (TargetsUnderlyingCause(x, y) ∨ AlleviatesSymptoms(x, y)) → TreatsCondition(x, y));∀x (Medication(x) ∧ SpecificMedicalCondition(y) → (TargetsUnderlyingCause(x, y) ∨ AlleviatesSymptoms(x, y)));0.5507175642844203;0.90625
A mathematical operation is either addition or subtraction, but not both.;∀x (MathematicalOperation(x) → (Addition(x) ⊕ Subtraction(x)));∀x (MathematicalOperation(x) → (Addition(x) ∨ Subtraction(x)) ∧ ¬(Addition(x) ∧ Subtraction(x)));0.5032370023805727;0.875
If a person is a dentist, they diagnose and treat dental problems.;∀x (Dentist(x) → (DiagnosesDentalProblems(x) ∧ TreatsDentalProblems(x)));dentist(x) ∧ dental_problem(y) → diagnose_and_treat(x, y);0.2403142469559291;0.75
Countries have capitals.;∀x (Country(x) → ∃y (Capital(y) ∧ HasCapital(x, y)));∀x (Country(x) → ∃y Capital(y, x));0.4562664020300149;0.875
A bicycle has two wheels and is powered by pedals.;∀x (Bicycle(x) → (HasTwoWheels(x) ∧ PoweredByPedals(x)));∀x (Bicycle(x) → (TwoWheels(x) ∧ PoweredByPedals(x)));0.8578928092681435;1.0
A game is engaging if it has an interesting storyline, challenging gameplay, and immersive graphics.;∀x∀y∀z (Game(x) ∧ InterestingStoryline(y) ∧ ChallengingGameplay(z) ∧ ImmersiveGraphics(x) → Engaging(x, y, z));engaging(X) :- interesting_storyline(X), challenging_gameplay(X), immersive_graphics(X).;0.0;0.0
A vehicle that is primarily powered by an electric motor and has a rechargeable battery system is considered an electric vehicle.;∀x (Vehicle(x) ∧ PrimarilyPoweredByElectricMotor(x) ∧ HasRechargeableBattery(x) → ElectricVehicle(x));electric_vehicle(X) ∧ primary_powered_by_electric_motor(X) ∧ rechargeable_battery_system(X) → electric_vehicle(X);0.0;0.9375
A triangle has three sides and three angles, while a square has four sides and four right angles.;∀x (Triangle(x) → (ThreeSides(x) ∧ ThreeAngles(x))) ∧ ∀y (Square(y) → (FourSides(y) ∧ FourRightAngles(y)));"∀x (Triangle(x) → ∃s1, s2, s3 (Sides(x, s1, s2, s3) ∧ Three(s1, s2, s3) ∧ ThreeAngles(x)))
∀y (Square(y) → ∃s1, s2, s3, s4 (Sides(y, s1, s2, s3, s4) ∧ Four(s1, s2, s3, s4) ∧ FourRightAngles(y)))";0.31910753495193817;0.0
Mammals give birth to live offspring and provide nourishment through the secretion of milk from mammary glands.;∀x∀y (Mammal(x) ∧ LiveOffspring(y) → GivesBirthTo(x, y) ∧ ProvidesNourishmentThroughSecretionOfMilkFromMammaryGlands(x));∀x (Mammal(x) → (GiveBirthToLiveOffspring(x) ∧ ProvideNourishmentThroughMilkSecretion(x)));0.3168398387216611;0.6875
A mobile app gains popularity when it offers user-friendly navigation, practical functionality, and regular updates, but not if it's plagued with bugs.;∀x (MobileApp(x) ∧ Popular(x) ↔ (UserFriendlyNavigation(x) ∧ PracticalFunctionality(x) ∧ RegularUpdates(x) ∧ ¬Buggy(x)));popularity(X) ∧ userFriendlyNavigation(X) ∧ practicalFunctionality(X) ∧ regularUpdates(X) ∧ ¬bugs(X) → mobileAppGainsPopularity(X);0.19225973550289874;0.734375
Trees provide shade, oxygen, and habitat for various creatures.;∀x (Tree(x) → (ProvidesShade(x) ∧ ProducesOxygen(x) ∧ ProvidesHabitat(x)));∀x (Tree(x) → (Shade(x) ∧ Oxygen(x) ∧ Habitat(x, Creature)));0.5403356450597102;1.0
An architectural style that is characterized as Gothic features pointed arches, ribbed vaults, and flying buttresses.;∀x (ArchitecturalStyle(x) ∧ Gothic(x) → FeaturesPointedArches(x) ∧ FeaturesRibbedVaults(x) ∧ FeaturesFlyingButtresses(x));∀x (ArchitecturalStyle(x) → (PointedArches(x) ∧ RibbedVaults(x) ∧ FlyingButtresses(x)) → Gothic(x));0.5436552482581436;0.5
A candidate is suitable for a job if they possess relevant experience, have strong communication skills, or demonstrate adaptability.;∀x (Candidate(x) ∧ (RelevantExperience(x) ∨ StrongCommunicationSkills(x) ∨ DemonstratesAdaptability(x)) → SuitableForJob(x));Suitable(c, j) :- RelevantExperience(c, e), StrongCommunicationSkills(c, s), Adaptability(c, a).;0.0;0.0
A television displays video content, while a radio broadcasts audio content and doesn't display video content.;∀x∀y (Television(x) ∧ Radio(y) → (DisplaysVideo(x) ∧ BroadcastsAudio(y) ∧ ¬DisplaysVideo(y)));∀x (Television(x) → VideoContent(x)) ∧ ∀y (Radio(y) → (AudioContent(y) ∧ ¬VideoContent(y)));0.5173830309685871;0.6875
Countries that are landlocked do not have a coastline.;∀x (Country(x) ∧ Landlocked(x) → ¬HasCoastline(x));∀x (Landlocked(x) → ¬HasCoastline(x));0.6051085860151172;0.875
A spacecraft that can travel at high speeds, has a long operational lifespan, and utilizes advanced propulsion technology is suitable for long-duration space missions.;∀x (Spacecraft(x) ∧ HighSpeeds(x) ∧ LongOperationalLifespan(x) ∧ AdvancedPropulsionTechnology(x) → SuitableForLongDurationMissions(x));∀x (Spacecraft(x) ∧ HighSpeed(x) ∧ LongLifespan(x) ∧ AdvancedPropulsion(x) → SuitableForLongDurationMissions(x));0.69707435607959;1.0
A planet x sustains life form y if it has a stable environment z that provides suitable conditions for y to survive and thrive.;∀x ∀y ∀z (Planet(x) ∧ LifeForm(y) ∧ StableEnvironment(z) ∧ ProvidesSuitableConditions(z, x, y) → SustainsLife(x, y));∀x (Planet(x) → ∃y (LifeForm(y) ∧ StableEnvironment(z) ∧ SuitableConditions(x, y, z) ∧ SustainLife(x, y)));0.5355460059088705;0.5625
An art piece that uses visual elements, digital techniques, and interactive components is a multimedia artwork.;∀x (ArtPiece(x) ∧ VisualElements(x) ∧ DigitalTechniques(x) ∧ InteractiveComponents(x) → MultimediaArtwork(x));`ArtPiece(x) ∧ VisualElements(x) ∧ DigitalTechniques(x) ∧ InteractiveComponents(x) → MultimediaArtwork(x)`;0.811258335619663;0.0
A prism disperses light into its constituent colors by refracting the different wavelengths of light at varying angles, creating a spectrum.;∀x (Prism(x) → (DispersesLightIntoColors(x) ∧ RefractsDifferentWavelengths(x) ∧ VaryingAngles(x) ∧ CreatesSpectrum(x)));∀x (Prism(x) → (∃y (Light(y) ∧ Refraction(y, x, Wavelength(z) ∧ Angle(z1, z) ∧ Spectrum(z1, z2)) → Constituent_Colors(z2, x)));0.24373931274745253;0.0
In a gym, people exercise, trainers give guidance, and equipment is available for use.;∀x∀y∀z (Gym(x) ∧ Person(y) ∧ Trainer(z) → (Exercises(y, x) ∧ GivesGuidance(z, x) ∧ HasEquipment(x)));∀x (InGym(x) → Exercise(x)) ∧ ∀y (Trainer(y) → GiveGuidance(y)) ∧ ∀z (Equipment(z) → AvailableForUse(z));0.2346761165341797;0.53125
A restaurant is popular if it has a high rating or is frequently visited.;∀x (Restaurant(x) ∧ (HighRating(x) ∨ FrequentlyVisited(x)) → Popular(x));popular(X) ∧ restaurant(X) → high_rating(X) ∨ frequently_visited(X);0.0;0.875
A musical genre that originated in African American communities, features improvisation, and incorporates syncopation is often referred to as jazz.;∀x (MusicalGenre(x) ∧ OriginatedInAfricanAmericanCommunities(x) ∧ FeaturesImprovisation(x) ∧ IncorporatesSyncopation(x) → Jazz(x));originated_in(AfricanAmericanCommunities, MusicalGenre) ∧ features_improvisation(MusicalGenre) ∧ incorporates_syncopation(MusicalGenre) → often_referred_to_as_jazz(MusicalGenre);0.0;0.96875
A film that has won awards for both acting and directing is a critically acclaimed film.;∀x (Film(x) ∧ WonActingAward(x) ∧ WonDirectingAward(x) → CriticallyAcclaimedFilm(x));∀x (won_awards_for_acting(x) ∧ won_awards_for_directing(x) → critically_acclaimed(x));0.3530248576714519;0.9375
A smartphone requires charging.;∀x (Smartphone(x) → RequiresCharging(x));∀x (Smartphone(x) → Charging(x));0.7611606003349892;1.0
A novel that explores thought-provoking themes, features memorable characters, and demonstrates exceptional writing can captivate readers and garner critical acclaim.;∀x (Novel(x) ∧ ExploresThoughtProvokingThemes(x) ∧ FeaturesMemorableCharacters(x) ∧ DemonstratesExceptionalWriting(x) → CaptivatesReadersAndGarnersCriticalAcclaim(x));∀x (Novel(x) ∧ ThoughtProvokingThemes(x) ∧ MemorableCharacters(x) ∧ ExceptionalWriting(x) → CaptivatesReaders(x) ∧ CriticalAcclaim(x));0.4918097454642755;0.515625
A type of exercise equipment can be either for cardio or strength training.;∀x (ExerciseEquipmentType(x) → Cardio(x) ⊕ StrengthTraining(x));∀x (ExerciseEquipment(x) → (Cardio(x) ∨ StrengthTraining(x)));0.4794425184430299;0.625
A predator successfully hunts its prey if it can detect, chase, and capture the target.;∀x∀y (Predator(x) ∧ Prey(y) ∧ SuccessfullyHunts(x, y) ↔ (Detects(x, y) ∧ Chases(x, y) ∧ Captures(x, y)));∀x (Predator(x) ∧ HuntSuccess(x) → Detect(x) ∧ Chase(x) ∧ Capture(x));0.15928523770798897;0.3125
A scientist conducts research, writes a paper, and presents the findings at a conference.;∀x ∀y ∀z (Scientist(x) ∧ Research(y) ∧ Paper(z) ∧ Conducts(x, y) ∧ Writes(x, z) → PresentsAtConference(x, z));∀x (Scientist(x) → (Research(x) ∧ Paper(x) ∧ Conference(x)));0.19992217449749589;0.578125
A food is considered spicy if it contains hot flavors.;∀x (Food(x) ∧ ContainsHotFlavors(x) → Spicy(x));spicy(X) :- contains_hot_flavors(X);0.0;0.0
A bakery sells cookies and muffins.;∀x∀y (Bakery(x) ∧ (Cookie(y) ∨ Muffin(y)) → Sells(x, y));∀x (Bakery(x) → (Cookie(x) ∨ Muffin(x)));0.2872299765735372;0.8125
Rainy weather leads to wet roads.;∀x (RainyWeather(x) → WetRoads(x));RainyWeather(x) ∧ WetRoads(y) → x = y;0.2691109110344471;0.0
Dogs are domesticated animals, while wolves are wild animals.;∀x ∀y (Dog(x) ∧ Wolf(y) → (DomesticatedAnimal(x) ∧ WildAnimal(y)));domesticated(dog) ∧ wild(wolf);0.0;0.4375
Architects design buildings, engineers construct buildings, and owners maintain buildings.;∀x ∀y ∀z (Architect(x) ∧ Engineer(y) ∧ Owner(z) → (DesignsBuildings(x) ∧ ConstructsBuildings(y) ∧ MaintainsBuildings(z)));"∀x (Architect(x) → Design(x, Building)),
∀x (Engineer(x) → Construct(x, Building)),
∀x (Owner(x) → Maintain(x, Building)).";0.15204907592071995;0.0
A scientist who specializes in the study of weather patterns and atmospheric conditions is a meteorologist.;∀x (Scientist(x) ∧ SpecializesInStudyOfWeatherPatterns(x) ∧ StudiesAtmosphericConditions(x) → Meteorologist(x));Meteorologist(x) ∧ SpecializesIn(x, StudyOfWeatherPatternsAndAtmosphericConditions) → Meteorologist(x);0.3186649192188758;0.9375
Rainy weather can cause wet roads.;∀x∀y (RainyWeather(x) ∧ Road(y) → CausesWet(x, y));RainyWeather(x) ∧ WetRoads(y) → Cause(x, y);0.42117645989492564;1.0
An animal that primarily consumes plant material is called an herbivore.;∀x∀y (Animal(x) ∧ PrimarilyConsumes(x, y) ∧ PlantMaterial(y) → Herbivore(x));∀x (Herbivore(x) ↔ PrimaryPlantConsumer(x));0.14827369399319978;0.5625
A liquid is considered viscous if it has a high resistance to flow.;∀x (Liquid(x) ∧ HighResistanceToFlow(x) → Viscous(x));Viscous(X) :- HighResistanceToFlow(X).;0.0;0.0
A bus is a large vehicle that can transport multiple passengers, a motorcycle is a two-wheeled vehicle for one or two people, and a truck is a vehicle designed for transporting cargo.;∀x ∀y ∀z (Bus(x) → (LargeVehicle(x) ∧ TransportsMultiplePassengers(x))) ∧ (Motorcycle(y) → (TwoWheeledVehicle(y) ∧ TransportsOneOrTwoPeople(y))) ∧ (Truck(z) → TransportsCargo(z));"∀x (Bus(x) → LargeVehicle(x) ∧ TransportMultiplePassengers(x))
∀x (Motorcycle(x) → TwoWheeledVehicle(x) ∧ ForOneOrTwoPeople(x))
∀x (Truck(x) → Vehicle(x) ∧ DesignedForTransportingCargo(x))";0.30036397229953143;0.0
A mountain with snow is suitable for skiing or snowboarding.;∀x (Mountain(x) ∧ HasSnow(x) → SuitableForSkiing(x) ∨ SuitableForSnowboarding(x));∀x (Snow(x) ∧ Mountain(x) → Suitable(x, Skiing) ∨ Suitable(x, Snowboarding));0.32466791547509893;1.0
Dogs can bark or growl.;∀x (Dog(x) → (Bark(x) ∨ Growl(x)));∀x (D(x) → (B(x) ∨ G(x)));0.540785378808267;1.0
A snake can be venomous if it has fangs and venom glands.;∀x (Snake(x) ∧ HasFangs(x) ∧ HasVenomGlands(x) → Venomous(x));∀x (Snake(x) → (Fangs(x) ∧ VenomGlands(x)) → Venomous(x));0.6292544512646048;0.75
A bird can fly if it doesn't have broken wings.;∀x (Bird(x) ∧ ¬BrokenWings(x) → CanFly(x));∀x (Bird(x) → ¬BrokenWings(x) → CanFly(x));0.8492326635760689;0.75
